Action,Item Id,Main Category,Sub Categories,Item Code,Product Title,Product Description,UPC,Brand,Department,Type,Tag,List Price,Price,Inventory,Min Order Qty,Available,Large Image,Additional Images,Item Properties
add/edit,202505,Electrical & Electronic Components ,"Electrical & Electronic Components ,Home,System,menu1,Shop,Facility Maintenance",N38SIEMSHW001,"SIEMENS MAKE SINUMERIK 840D NCU BOX ,13A,AC57V TYPE:  6FC5247-0AA00-0AA3",,3215,,,,,76388.47,76388.47,100,0,YES,/kalika-images/159849-siemens-6fc5357-0bb33-0ae2-sinumerik-840d-main-control-board-6fc5247-0aa00-0aa2-3.jpg,,Sys_Num_Images - 2
add/edit,202506,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop,Stationery",N41TCRT4127018,Toner Cartridge CF510A BLACK,,44103105,,,,,2460,2460,1000,0,YES,/kalika-images/CF510.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted"
add/edit,202507,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop,Stationery",N41TCRT4127020,Toner Cartridge CF511A COLOUR,,44103105,,,,,2460,2460,1000,0,YES,/kalika-images/511a.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted"
add/edit,202508,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop,Stationery",N41TCRT4127021,Toner Cartridge CF512A COLOUR,,44103105,,,,,2460,2460,100,0,YES,/kalika-images/512a.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted"
add/edit,202509,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop,Stationery",N41TCRT4127022,Toner Cartridge CF513A COL.OUR,,44103105,,,,,2460,2460,100,0,YES,/kalika-images/513a.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted"
add/edit,202511,Mechanical Fasteners,"Mechanical Fasteners,Home,System,menu1,Shop,Facility Maintenance,Fasteners & Hardware ",N51TVSBLTNUT001,TVS Make 12 x 40 nut bolts with washer,"<div>
<table class=""properties-table table-detail"">
<tbody class=""Detail-Legth"">
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Brand:</b></td>
<td class=""detail-td-sub""><b>TVS</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>DIAMETER:</b></td>
<td class=""detail-td-sub""><b>12 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Includes:</b></td>
<td class=""detail-td-sub""><b>WASHER</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Length:</b></td>
<td class=""detail-td-sub""><b>40mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>SIZE:</b></td>
<td class=""detail-td-sub""><b>12X40</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>UNSPSC:</b></td>
<td class=""detail-td-sub""><b>23153142</b></td>
</tr>
</tbody>
</table>
</div>",23153142,TVS,,,,9,9,100000,100,YES,/kalika-images/Hexagonal-Set-Screws-Nuts-Wickes-Hexagonal-Set-Screws-M8-x-60mm-Pack-of-6_C7322_510181_00.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, SIZE - 12X40, Includes - WASHER, UNSPSC - 23153142, DIAMETER - 12 mm, Length - 40mm, Unit_of_Measure - NUMBERS"
add/edit,202512,Mechanical Fasteners,"Mechanical Fasteners,Home,System,menu1,Shop,Facility Maintenance,Fasteners & Hardware ",N51TVSBLTNUT002,TVS Make 12 x 60 nut bolts with washer,"<div>
<table class=""properties-table table-detail"">
<tbody class=""Detail-Legth"">
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Brand:</b></td>
<td class=""detail-td-sub""><b>TVS</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>DIAMETER:</b></td>
<td class=""detail-td-sub""><b>12 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Includes:</b></td>
<td class=""detail-td-sub""><b>WASHER</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Length:</b></td>
<td class=""detail-td-sub""><b>60 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>SIZE:</b></td>
<td class=""detail-td-sub""><b>12x60</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>UNSPSC:</b></td>
<td class=""detail-td-sub""><b>23153142</b></td>
</tr>
</tbody>
</table>
</div>",23153142,TVS,,,,12,12,100000,100,YES,/kalika-images/Hexagonal-Set-Screws-Nuts-Wickes-Hexagonal-Set-Screws-M8-x-60mm-Pack-of-6_C7322_510181_00.jpg,,"Sys_Num_Images - 1, UNSPSC - 23153142, SIZE - 12x60, DIAMETER - 12 mm, Length - 60 mm, Includes - WASHER, Sys_Discount_Group - Not Discounted, Unit_of_Measure - NUMBERS"
add/edit,202513,Mechanical Fasteners,"Mechanical Fasteners,Home,System,menu1,Shop,Facility Maintenance,Fasteners & Hardware ",N51TVSBLTNUT003,TVS Make 14 x 40 nut bolts with washer,"<div>
<table class=""properties-table table-detail"">
<tbody class=""Detail-Legth"">
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Brand:</b></td>
<td class=""detail-td-sub""><b>TVS</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>DIAMETER:</b></td>
<td class=""detail-td-sub""><b>14 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Includes:</b></td>
<td class=""detail-td-sub""><b>WASHER</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Length:</b></td>
<td class=""detail-td-sub""><b>40</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>SIZE:</b></td>
<td class=""detail-td-sub""><b>14X40</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>UNSPSC:</b></td>
<td class=""detail-td-sub""><b>23153142</b></td>
</tr>
</tbody>
</table>
</div>",23153142,TVS,,,,17,17,100000,100,YES,/kalika-images/Hexagonal-Set-Screws-Nuts-Wickes-Hexagonal-Set-Screws-M8-x-60mm-Pack-of-6_C7322_510181_00.jpg,,"Sys_Num_Images - 1, UNSPSC - 23153142, SIZE - 14X40, DIAMETER - 14 mm, Length - 40, Includes - WASHER, Unit_of_Measure - NUMBERS, Sys_Discount_Group - Not Discounted"
add/edit,202514,Mechanical Fasteners,"Mechanical Fasteners,Home,System,menu1,Shop,Facility Maintenance,Fasteners & Hardware ",N51TVSBLTNUT004,TVS Make 14 x 60 nut bolts with washer,"<div>
<table class=""properties-table table-detail"">
<tbody class=""Detail-Legth"">
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Brand:</b></td>
<td class=""detail-td-sub""><b>TVS</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>DIAMETER:</b></td>
<td class=""detail-td-sub""><b>14 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Includes:</b></td>
<td class=""detail-td-sub""><b>WASHER</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Length:</b></td>
<td class=""detail-td-sub""><b>60 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>SIZE:</b></td>
<td class=""detail-td-sub""><b>14X60</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>UNSPSC:</b></td>
<td class=""detail-td-sub""><b>23153142</b></td>
</tr>
</tbody>
</table>
</div>",23153142,TVS,,,,19,19,100000,100,YES,/kalika-images/Hexagonal-Set-Screws-Nuts-Wickes-Hexagonal-Set-Screws-M8-x-60mm-Pack-of-6_C7322_510181_00.jpg,,"Sys_Num_Images - 1, UNSPSC - 23153142, SIZE - 14X60, DIAMETER - 14 mm, Length - 60 mm, Includes - WASHER, Sys_Discount_Group - Not Discounted"
add/edit,202515,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop,GASKET",N51RINGGASF005,1 inch Ring Gasket asbestos free 3mm .,"<div><table class=""properties-table table-detail"">
<tbody class=""Detail-Legth"">
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Brand:</b></td>
<td class=""detail-td-sub""><b>CHAMPION</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>MATERIAL:</b></td>
<td class=""detail-td-sub""><b>Mild Steel</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>SIZE:</b></td>
<td class=""detail-td-sub""><b>1INCH</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Thickness:</b></td>
<td class=""detail-td-sub""><b>3 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Unit of Measure:</b></td>
<td class=""detail-td-sub""><b>NUMBERS</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>UNSPSC:</b></td>
<td class=""detail-td-sub""><b>23153142</b></td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><b>Features:</b><br /><br /></p>
<ul>
<li><b>Durable</b></li>
<li><b>High quality</b></li>
<li><b>Fine finish</b></li>
</ul></div>",23153142,CHAMPION,,,,5,5,100000,100,YES,/kalika-images/1-2-inch-full-face-champion-gaskets-500x500.jpg,,"Sys_Num_Images - 1, SIZE - 1INCH, Thickness - 3 mm, MATERIAL - Mild Steel, UNSPSC - 23153142, Unit_of_Measure - NUMBERS"
add/edit,202516,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop,GASKET",N51RINGGASF006,1.5  inch Ring Gasket asbestos  free 3mm,"<div><table class=""properties-table table-detail"">
<tbody class=""Detail-Legth"">
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Brand:</b></td>
<td class=""detail-td-sub""><b>CHAMPION</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>MATERIAL:</b></td>
<td class=""detail-td-sub""><b>Mild Steel</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>SIZE:</b></td>
<td class=""detail-td-sub""><b>1.5 inch</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Thickness:</b></td>
<td class=""detail-td-sub""><b>3 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Unit of Measure:</b></td>
<td class=""detail-td-sub""><b>NUMBERS</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>UNSPSC:</b></td>
<td class=""detail-td-sub""><b>23153142</b></td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p><b>Features:</b><br /><br /></p>
<ul>
<li><b>Durable</b></li>
<li><b>High quality</b></li>
<li><b>Fine finish</b></li>
</ul></div>",23153142,CHAMPION,,,,7.5,7.5,100000,100,YES,/kalika-images/1-2-inch-full-face-champion-gaskets-500x500.jpg,,"Sys_Num_Images - 1, SIZE - 1.5 inch, Thickness - 3 mm, MATERIAL - Mild Steel, Unit_of_Measure - NUMBERS, UNSPSC - 23153142"
add/edit,202517,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop,GASKET",N51RINGGASF007,2 inch Ring Gasket asbestos free 3mm.,"<div><table class=""properties-table table-detail"">
<tbody class=""Detail-Legth"">
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Brand:</b></td>
<td class=""detail-td-sub""><b>CHAMPION</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>MATERIAL:</b></td>
<td class=""detail-td-sub""><b>Mild Steel</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>SIZE:</b></td>
<td class=""detail-td-sub""><b>2 inch</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Thickness:</b></td>
<td class=""detail-td-sub""><b>3 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Unit of Measure:</b></td>
<td class=""detail-td-sub""><b>NUMBERS</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>UNSPSC:</b></td>
<td class=""detail-td-sub""><b>23153142</b></td>
</tr>
</tbody>
</table>
<p><b>Features:</b><br /><br /></p>
<ul>
<li><b>Durable</b></li>
<li><b>High quality</b></li>
<li><b>Fine finish</b></li>
</ul></div>",23153142,CHAMPION,,,,11,11,100000,100,YES,/kalika-images/1-2-inch-full-face-champion-gaskets-500x500.jpg,,"Sys_Num_Images - 1, SIZE - 2 inch, Thickness - 3 mm, UNSPSC - 23153142, MATERIAL - Mild Steel, Unit_of_Measure - NUMBERS"
add/edit,202518,Facility Maintenance,"Facility Maintenance,Home,System,menu1,Shop,GASKET",N51RINGGASF008,2.5 inch Ring Gasket asbestos  free 3mm.,"<div><table class=""properties-table table-detail"">
<tbody class=""Detail-Legth"">
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Brand:</b></td>
<td class=""detail-td-sub""><b>CHAMPION</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>MATERIAL:</b></td>
<td class=""detail-td-sub""><b>Mild Steel</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>SIZE:</b></td>
<td class=""detail-td-sub""><b>2.5 inch</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Thickness:</b></td>
<td class=""detail-td-sub""><b>3 mm</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>Unit of Measure:</b></td>
<td class=""detail-td-sub""><b>NUMBERS</b></td>
</tr>
<tr class=""detail-tr-main"">
<td class=""detail-td-sub""><b>UNSPSC:</b></td>
<td class=""detail-td-sub""><b>23153142</b></td>
</tr>
</tbody>
</table>
<p><b>Features:</b><br /><br /></p>
<ul>
<li><b>Durable</b></li>
<li><b>High quality</b></li>
<li><b>Fine finish</b></li>
</ul></div>",23153142,CHAMPION,,,,14.5,14.5,100000,100,YES,/kalika-images/1-2-inch-full-face-champion-gaskets-500x500.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, UNSPSC - 23153142, SIZE - 2.5 inch, Thickness - 3 mm, MATERIAL - Mild Steel, Unit_of_Measure - NUMBERS"
add/edit,202519,Mechanical Fasteners,"Mechanical Fasteners,Home,System,menu1,Shop,Facility Maintenance,Fasteners & Hardware ",N35-HILTIM12,HILTI MAKE MECHANICAL FASTENER M12 X120,"<div>
<p><b>Made from cold-formed carbon steel, zinc-plated to 5&micro;m Two embedment depths for a wide range of fastening thicknesses Setting mark for easy checking of correct installation depth Raised impact section prevents thread damage during installation Pre-assembled to save time.&nbsp;</b></p>
<table width=""412"">
<tbody>
<tr>
<td width=""171"">Brand:</td>
<td width=""241"">HILTI</td>
</tr>
<tr>
<td>Base materials:</td>
<td>Concrete (uncracked)</td>
</tr>
<tr>
<td>Diameter:</td>
<td>M12</td>
</tr>
<tr>
<td>Drilling method (AS):</td>
<td>Hammer drilling</td>
</tr>
<tr>
<td>Head configuration:</td>
<td>Externally threaded</td>
</tr>
<tr>
<td>Installation tools:</td>
<td>TE 30, TE 2-A22</td>
</tr>
<tr>
<td>Lead Time:</td>
<td>7</td>
</tr>
<tr>
<td>Length:</td>
<td>120mm</td>
</tr>
<tr>
<td>Material, corrosion:</td>
<td>Carbon steel, zinc-plated</td>
</tr>
<tr>
<td>Measurement System:</td>
<td>Metric</td>
</tr>
<tr>
<td>Type of fastening:</td>
<td>Pre-fastening, Through-fastening</td>
</tr>
<tr>
<td>Unit of Measure:</td>
<td>EA</td>
</tr>
<tr>
<td>UNSPSC:</td>
<td>44122103</td>
</tr>
</tbody>
</table>
</div>",44122103,HILTI,,,,45,45,1000,10,YES,/kalika-images/MECHANICAL_FASTENER_M12_X120.jpg.jpg,,"Sys_Num_Images - 1, DIAMETER - 12 MM, Drilling_method_(AS) - Hammer drilling, Head_Configuration - Externally threaded, Installation_tools - TE 30, TE 2-A22, Lead_Time - 7 Days, Length - 120 MM, Material,_corrosion - Carbon steel, zinc-plated, Type_of_fastening - Pre-fastening, Through-fastening, UNSPSC - 44122103, Unit_of_Measure - EA, Sys_Discount_Group - Not Discounted"
add/edit,202520,Mechanical Fasteners,"Mechanical Fasteners,Home,System,menu1,Shop,Facility Maintenance,Fasteners & Hardware ",N35-HILTIM10,HILTI MAKE MECHANICAL FASTENER M10X100,"<div>
<p><b>Made from cold-formed carbon steel, zinc-plated to 5&micro;m Two embedment depths for a wide range of fastening thicknesses Setting mark for easy checking of correct installation depth Raised impact section prevents thread damage during installation Pre-assembled to save time.&nbsp;</b></p>
<table width=""412"">
<tbody>
<tr>
<td width=""171"">Brand:</td>
<td width=""241"">HILTI</td>
</tr>
<tr>
<td>Base materials:</td>
<td>Concrete (uncracked)</td>
</tr>
<tr>
<td>Diameter:</td>
<td>M10</td>
</tr>
<tr>
<td>Drilling method (AS):</td>
<td>Hammer drilling</td>
</tr>
<tr>
<td>Head configuration:</td>
<td>Externally threaded</td>
</tr>
<tr>
<td>Installation tools:</td>
<td>TE 30, TE 2-A22</td>
</tr>
<tr>
<td>Lead Time:</td>
<td>7</td>
</tr>
<tr>
<td>Length:</td>
<td>120mm</td>
</tr>
<tr>
<td>Material, corrosion:</td>
<td>Carbon steel, zinc-plated</td>
</tr>
<tr>
<td>Measurement System:</td>
<td>Metric</td>
</tr>
<tr>
<td>Type of fastening:</td>
<td>Pre-fastening, Through-fastening</td>
</tr>
<tr>
<td>Unit of Measure:</td>
<td>EA</td>
</tr>
<tr>
<td>UNSPSC:</td>
<td>44122103</td>
</tr>
</tbody>
</table>
</div>",44122103,HILTI,,,,30,30,1000,10,YES,/kalika-images/MECHANICAL_FASTENER_M12_X120.jpg.jpg,,"Sys_Num_Images - 1, Sys_Discount_Group - Not Discounted, Base_materials - Concrete (uncracked), DIAMETER - 10 MM, Drilling_method_(AS) - Hammer drilling, Head_Configuration - Externally threaded, Installation_tools - TE 30, TE 2-A22, Lead_Time - 7 Days, Length - 100 MM, MATERIAL - Carbon steel, zinc-plated, Unit_of_Measure - EA, UNSPSC - 44122103"
add/edit,202521,Mechanical Fasteners,"Mechanical Fasteners,Home,System,menu1,Shop,Facility Maintenance,Fasteners & Hardware ",N35-HILTIM08,Mechanical Fastener M8x75,"<div>
<p><b>Made from cold-formed carbon steel, zinc-plated to 5&micro;m Two embedment depths for a wide range of fastening thicknesses Setting mark for easy checking of correct installation depth Raised impact section prevents thread damage during installation Pre-assembled to save time.&nbsp;</b></p>
<table width=""412"">
<tbody>
<tr>
<td width=""171"">Brand:</td>
<td width=""241"">HILTI</td>
</tr>
<tr>
<td>Base materials:</td>
<td>Concrete (uncracked)</td>
</tr>
<tr>
<td>Diameter:</td>
<td>M8</td>
</tr>
<tr>
<td>Drilling method (AS):</td>
<td>Hammer drilling</td>
</tr>
<tr>
<td>Head configuration:</td>
<td>Externally threaded</td>
</tr>
<tr>
<td>Installation tools:</td>
<td>TE 30, TE 2-A22</td>
</tr>
<tr>
<td>Lead Time:</td>
<td>7</td>
</tr>
<tr>
<td>Length:</td>
<td>65MM</td>
</tr>
<tr>
<td>Material, corrosion:</td>
<td>Carbon steel, zinc-plated</td>
</tr>
<tr>
<td>Measurement System:</td>
<td>Metric</td>
</tr>
<tr>
<td>Type of fastening:</td>
<td>Pre-fastening, Through-fastening</td>
</tr>
<tr>
<td>Unit of Measure:</td>
<td>EA</td>
</tr>
<tr>
<td>UNSPSC:</td>
<td>44122103</td>
</tr>
</tbody>
</table>
</div>",2.02521E+11,HILTI,,,,20,20,1000,10,YES,/kalika-images/MECHANICAL_FASTENER_M12_X120.jpg.jpg,,"Sys_Num_Images - 1, Base_materials - Concrete (uncracked), DIAMETER - 8mm, Drilling_method_(AS) - Hammer drilling, Head_Configuration - Externally threaded, Installation_tools - TE 30, TE 2-A22, Lead_Time - 7, Length - 65MM, Material,_corrosion - Carbon steel, zinc-plated, Type_of_fastening - Pre-fastening, Through-fastening, Unit_of_Measure - EA, UNSPSC - 44122103"
add/edit,202522,Hinges,"Hinges,Home,System,menu1,Shop,Facility Maintenance,Fasteners & Hardware ",N36SSHINGES001,SS HINGES 1Inch,"<div><table style=""border-collapse: collapse; width: 150px;"" border=""0"" width=""64"" cellspacing=""0"" cellpadding=""0""><colgroup><col style=""width: 48pt;"" width=""64"" /> </colgroup>
<tbody>
<tr style=""height: 16.5pt;"">
<td class=""xl65"" style=""height: 16.5pt; width: 150px;"" height=""22"">
<p><b>Features</b></p>
<p><b>Abrasion resistance</b></p>
</td>
</tr>
<tr style=""height: 16.5pt;"">
<td class=""xl65"" style=""height: 16.5pt; box-sizing: border-box; float: left; padding-bottom: 0px; padding-top: 0px; width: 150px;"" height=""22""><b><span style=""font-variant-ligatures: normal; font-variant-caps: normal; orphans: 2; widows: 2; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">&nbsp;Durable</span></b></td>
</tr>
<tr style=""height: 16.5pt;"">
<td class=""xl65"" style=""height: 16.5pt; box-sizing: border-box; float: left; padding-bottom: 0px; padding-top: 0px; width: 150px;"" height=""22""><b><span style=""font-variant-ligatures: normal; font-variant-caps: normal; orphans: 2; widows: 2; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">Fine finished</span></b></td>
</tr>
</tbody>
</table>
<p>&nbsp;</p></div>",30171513,,,,,45,45,1000,10,YES,/kalika-images/HINGES__SS_1_INCH.jpg.jpg,,"Sys_Num_Images - 1, UNSPSC - 30171513, Unit_of_Measure - EA, MATERIAL - Stainless Steel , SIZE - 1 inch"
